CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,TotalCharges,MonthlyCharges,tenure,customerID,Churn,PaymentMethod,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,SeniorCitizen
5077-DXTCG,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,1,86,2293,Network reliability,45.3,45.3,1,5077-DXTCG,Yes,Electronic check,DSL,Yes,No,No,No,No,No,No,No,Yes,No
1142-WACZW,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Male,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,1,95,4268,Don't know,75.6,29.85,2,1142-WACZW,Yes,Bank transfer (automatic),DSL,No,No phone service,No,No,No,Yes,No,No,No,No
5649-ANRML,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,90,4486,Don't know,180.25,95.1,2,5649-ANRML,Yes,Credit card (automatic),Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
4892-VLANZ,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.050763,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,1,96,5600,Don't know,19.8,19.8,1,4892-VLANZ,Yes,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
2919-HBCJO,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,1,97,4580,Moved,333.6,76.65,4,2919-HBCJO,Yes,Bank transfer (automatic),Fiber optic,Yes,No,No,Yes,No,No,No,No,Yes,No
4236-XPXAV,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,74,2283,Moved,465.05,99.15,5,4236-XPXAV,Yes,Mailed check,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
3030-YZADT,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.137962,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431,Yes,1,66,5023,Competitor had better devices,431,44.95,9,3030-YZADT,Yes,Mailed check,DSL,Yes,No,No,No,No,No,No,No,No,No
7410-KTVFV,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,97,2815,Competitor offered higher download speeds,878.35,49.55,18,7410-KTVFV,Yes,Mailed check,DSL,Yes,No,No,No,Yes,No,No,No,Yes,No
8393-DLHGA,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,No,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,1,68,2241,Competitor offered more data,2448.75,95.9,25,8393-DLHGA,Yes,Electronic check,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No
7395-IGJOS,1,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.041166,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,79,3443,Competitor made better offer,1329.2,81.5,17,7395-IGJOS,Yes,Bank transfer (automatic),Fiber optic,Yes,No,No,No,No,No,No,Yes,No,Yes
2834-SPCJV,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.156163,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,75,6216,Competitor had better devices,4348.65,84.1,52,2834-SPCJV,Yes,Electronic check,Fiber optic,Yes,No,Yes,No,No,No,Yes,No,No,No
7890-VYYWG,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Male,Yes,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,89,3766,Competitor had better devices,93.7,36.45,3,7890-VYYWG,Yes,Mailed check,DSL,No,No phone service,No,No,No,No,Yes,No,Yes,Yes
9907-SWKKF,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,65,4842,Competitor offered higher download speeds,25.05,25.05,1,9907-SWKKF,Yes,Mailed check,DSL,No,No phone service,No,No,No,No,No,No,No,Yes
0587-DMGBH,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,75,2269,Competitor offered higher download speeds,365.55,49.85,8,0587-DMGBH,Yes,Electronic check,DSL,Yes,No,Yes,No,No,No,No,No,Yes,No
6397-JNZZG,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,1,85,2573,Competitor offered higher download speeds,2342.2,55.55,43,6397-JNZZG,Yes,Credit card (automatic),DSL,No,No phone service,No,Yes,Yes,No,Yes,Yes,No,Yes
3523-QRQLL,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,1,94,5922,Competitor offered more data,1498.2,69.5,22,3523-QRQLL,Yes,Bank transfer (automatic),DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No
0895-DQHEW,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,1,77,4019,Competitor offered more data,5278.15,104.3,54,0895-DQHEW,Yes,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
8149-RSOUN,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,1,78,3014,Competitor offered more data,93.85,93.85,1,8149-RSOUN,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
7250-EQKIY,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.5837,-122.935922,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,1,75,2426,Competitor made better offer,50.45,50.45,1,7250-EQKIY,Yes,Mailed check,DSL,Yes,No,No,No,Yes,No,No,No,No,No
4013-UBXWQ,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547857,-123.187265,Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,1,67,4612,Competitor made better offer,521.1,74.65,7,4013-UBXWQ,Yes,Electronic check,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
5519-NPHVG,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,73,3975,Price too high,1046.1,94.2,12,5519-NPHVG,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
8849-GYOKR,1,United States,California,Mineral,96063,"40.408796, -121.579609",40.408796,-121.579609,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,1,90,4893,Product dissatisfaction,5763.3,106.55,54,8849-GYOKR,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
3148-BLQJT,1,United States,California,Montague,96064,"41.759864, -122.379175",41.759864,-122.379175,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,1,80,5747,Service dissatisfaction,20.1,20.1,1,3148-BLQJT,Yes,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
0461-CVKMU,1,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,Female,No,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,1,80,5737,Lack of self-service on Website,1900.25,83.8,23,0461-CVKMU,Yes,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No,No,No
8806-EAGWC,1,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,1,78,5698,Network reliability,159.15,55.15,3,8806-EAGWC,Yes,Mailed check,DSL,Yes,No,No,No,No,No,Yes,No,No,No
7779-LGOVN,1,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,84,4990,Limited range of services,856.65,86.65,10,7779-LGOVN,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
9710-ZUSHQ,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,1,92,5849,Lack of affordable download/upload speed,4056.75,106.75,37,9710-ZUSHQ,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
4183-WCSEP,1,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401,-122.939337,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,Yes,1,72,3091,Long distance charges,2435.15,78.45,31,4183-WCSEP,Yes,Electronic check,Fiber optic,Yes,No,No,Yes,No,Yes,No,No,Yes,No
5498-TXHLF,1,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,1,98,3358,Extra data charges,2874.15,87.45,34,5498-TXHLF,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No,No,No
9722-UJOJR,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,Yes,1,73,2663,Price too high,1974.8,70.75,29,9722-UJOJR,Yes,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,No,Yes,No
3902-FOIGH,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,1,68,3967,Product dissatisfaction,1218.55,101.35,12,3902-FOIGH,Yes,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
6772-KSATR,1,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.150381,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,1,83,5574,Service dissatisfaction,81.7,81.7,1,6772-KSATR,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,No,No,No,Yes,No
7112-OPOTK,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.135941,Male,No,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,1,100,5647,Lack of self-service on Website,2171.15,68.25,33,7112-OPOTK,Yes,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,No,No,No
4210-QFJMF,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes,1,68,5762,Network reliability,317.25,79.15,4,4210-QFJMF,Yes,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,No
3318-OSATS,1,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes,1,91,2080,Don't know,3474.05,95.45,35,3318-OSATS,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
5828-AVIPD,1,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes,1,73,4072,Don't know,1875.55,100.95,19,5828-AVIPD,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
1086-LXKFY,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,1,92,4779,Don't know,69.1,69.1,1,1086-LXKFY,Yes,Mailed check,Fiber optic,Yes,No,No,No,No,No,No,No,Yes,No
2636-ALXXZ,1,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,74,2151,Poor expertise of online support,69.6,69.6,1,2636-ALXXZ,Yes,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,No,Yes,Yes
7774-OJSXI,1,United States,California,South Lake Tahoe,96150,"38.911577, -120.106169",38.911577,-120.106169,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes,1,65,5387,Poor expertise of phone support,3066.45,103.45,31,7774-OJSXI,Yes,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
7786-WBJYI,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes,1,89,5365,Price too high,305.55,77.95,4,7786-WBJYI,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,No,Yes,No,No,No,No,No,No
9885-CSMWE,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,1,67,2139,Product dissatisfaction,78.45,78.45,1,9885-CSMWE,Yes,Electronic check,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Yes
5016-ETTFF,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,Yes,1,69,3797,Service dissatisfaction,255.25,29.5,10,5016-ETTFF,Yes,Mailed check,DSL,No,No phone service,No,No,Yes,No,No,No,No,No
3866-MDTUB,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes,1,72,3257,Lack of self-service on Website,146.9,70.75,2,3866-MDTUB,Yes,Electronic check,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
8058-JMEQO,1,United States,California,Los Angeles,90020,"34.066367, -118.309868",34.066367,-118.309868,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,1,95,3543,Network reliability,762.5,84.45,9,8058-JMEQO,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
0697-ZMSWS,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,1,87,2330,Limited range of services,338.9,85.65,4,0697-ZMSWS,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Yes,No
7657-DYEPJ,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes,1,82,2645,Lack of affordable download/upload speed,2497.35,70.15,38,7657-DYEPJ,Yes,Credit card (automatic),DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
8276-MQBYC,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes,1,81,6204,Long distance charges,4913.3,97.8,51,8276-MQBYC,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
7593-XFKDI,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,Yes,1,73,3017,Extra data charges,46.3,46.3,1,7593-XFKDI,Yes,Mailed check,DSL,Yes,No,No,No,No,No,No,No,No,No
0337-CNPZE,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,1,85,5383,Price too high,4443.45,106.3,41,0337-CNPZE,Yes,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
1513-XNPPH,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes,1,79,5047,Product dissatisfaction,1095.65,89.4,12,1513-XNPPH,Yes,Electronic check,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No
6015-VVHHE,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Yes,1,96,2516,Service dissatisfaction,446.05,83.15,5,6015-VVHHE,Yes,Credit card (automatic),Fiber optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
6347-DCUIK,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,Yes,1,90,4231,Lack of self-service on Website,811.8,74.15,10,6347-DCUIK,Yes,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,No,No,Yes,No
0897-FEGMU,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,Yes,1,84,5286,Network reliability,1056.95,99.5,11,0897-FEGMU,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
7663-RGWBC,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,Yes,1,97,4773,Don't know,44.15,44.15,1,7663-RGWBC,Yes,Mailed check,DSL,Yes,No,No,No,No,No,No,No,Yes,No
1120-BMWUB,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,Female,No,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,Yes,1,65,5091,Don't know,834.15,53.9,16,1120-BMWUB,Yes,Mailed check,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,No
9124-LHCJQ,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,1,100,2318,Price too high,85.45,85.45,1,9124-LHCJQ,Yes,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Yes,No
2235-ZGKPT,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,Yes,1,90,5386,Product dissatisfaction,239.55,50.85,4,2235-ZGKPT,Yes,Mailed check,DSL,Yes,Yes,No,No,No,No,No,No,No,No
3891-PUQOD,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,Yes,1,65,5020,Service dissatisfaction,59.2,59.2,1,3891-PUQOD,Yes,Electronic check,DSL,Yes,No,No,No,Yes,No,No,Yes,No,No
0689-NKYLF,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,1,86,4028,Lack of self-service on Website,1060.6,83.2,13,0689-NKYLF,Yes,Electronic check,Fiber optic,Yes,No,No,No,Yes,No,Yes,No,Yes,No
3658-KIBGF,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,1,89,2833,Network reliability,54.9,54.9,1,3658-KIBGF,Yes,Electronic check,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,No
5519-YLDGW,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,Yes,1,91,3769,Limited range of services,2254.2,103.9,21,5519-YLDGW,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
4946-EDSEW,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Yes,1,69,5638,Lack of affordable download/upload speed,180.3,19.25,11,4946-EDSEW,Yes,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
2516-VQRRV,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,1,65,3350,Long distance charges,158.4,75.45,2,2516-VQRRV,Yes,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,No,No,Yes,Yes
7580-UGXNC,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,Yes,1,96,3016,Extra data charges,104.2,54.85,2,7580-UGXNC,Yes,Mailed check,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Yes
5178-LMXOP,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,1,70,5795,Price too high,95.1,95.1,1,5178-LMXOP,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
8185-UPYBR,1,United States,California,Hermosa Beach,90254,"33.86532, -118.396336",33.86532,-118.396336,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438,Yes,1,88,5838,Product dissatisfaction,438,75.5,6,8185-UPYBR,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,No,No,Yes,No
4585-HETAI,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,1,83,5026,Service dissatisfaction,325.45,73.75,4,4585-HETAI,Yes,Electronic check,Fiber optic,Yes,No,No,No,Yes,No,No,No,Yes,No
7526-BEZQB,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,1,89,2577,Lack of self-service on Website,1148.1,96.05,12,7526-BEZQB,Yes,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
